article,finding_id,severity,category,title,artifact_tags,mechanism_tags,source_report,evidence_text
jama.2025.15440,C-01,Minor,Statistical reporting inconsistency,Statistical reporting inconsistency,Narrative/abstract; Other figure,Denominator/population; Count/percentage arithmetic; CI/point-estimate compatibility; Effect measure/model label; Duplicate/transposed content; Participant-flow wording,jama.2025.15440/.ai_paper_validation/final_report.md,"### C-01 — Minor — Statistical reporting inconsistency - Location: Main article, PDF p. 1, structured-abstract Results; PDF p. 5, final Results paragraph; PDF p. 7, Figure 4B, “Any stroke” row. - Compared values: The abstract reports 69/2520 (2.7%) versus 64/2520 (2.5%), rate ratio 1.08 (95% CI, 0.76-1.53). The Results text and Figure 4B report the same counts, percentages, denominators, and rate ratio, but 95% CI 0.77-1.51. - Basis: Both CI limits differ (0.76 vs 0.77; 1.53 vs 1.51) for the same any-stroke comparison and stated 2.5-year time-to-event analysis; no alternative outcome, population, follow-up horizon, or analysis is identified for the abstract value. The point estimate and null-value interpretation are unchanged. - Verification: Compare the final structured-abstract Results sentence (p. 1), final Results paragraph (p. 5), and Figure 4B “Any stroke” row (p. 7); confirm the repeated 69-versus-64 result and determine whether 0.76-1.53 or 0.77-1.51 is intended."
jama.2025.16450,C-01,Minor,Presentation inconsistency,Undisclosed GDB-status denominators,Supplementary table,Denominator/population; Count/percentage arithmetic; Footnote/title/caption/legend,jama.2025.16450/.ai_paper_validation/final_report.md,"### C-01 - Undisclosed GDB-status denominators - Category / severity: Presentation inconsistency / Minor. - Exact location: Results supplement, PDF p. 2, eTable 1, ""GDB status (up to 120 days postnatal age), n (%)"" and footnotes. - Compared values: Headers: ITT 641, ITT excluding untreated 635, SAF 635, PP 617. Status counts respectively: 340+189+16+86=631; 337+189+16+86=628; 337+189+16+86=628; 329+184+15+84=612. No nonmissing denominator or missing/unknown row is displayed. - Calculation / logical basis: Printed percentages use the row sums: 340/631=53.9% (not 340/641=53.0%); 337/628=53.7% (not 337/635=53.1%); 329/612=53.8% (not 329/617=53.3%). The undisclosed differences are 10, 7, 7, and 5 participants. - Verification instruction: Sum the four status rows per column; recompute using both header and row-sum denominators; confirm whether to add nonmissing denominators or a missing/unknown row."
jama.2025.16450,C-02,Minor,Presentation inconsistency,"eTable 3 B+S percentages imply n=321, not header n=322",Supplementary table,Denominator/population; Count/percentage arithmetic; Footnote/title/caption/legend,jama.2025.16450/.ai_paper_validation/final_report.md,"### C-02 - eTable 3 B+S percentages imply n=321, not header n=322 - Category / severity: Presentation inconsistency / Minor. - Exact location: Results supplement, PDF p. 5, eTable 3, Budesonide + Surfactant column; complete notes, PDF p. 6. - Compared values: Header n=322; cells: 242 (75.4), 240 (74.8), 214 (66.7), and 22 (6.9). Notes give no alternate denominator. - Calculation / logical basis: At 322: 242/322=75.2%, 240/322=74.5%, 214/322=66.5%, 22/322=6.8%. At 321, each reproduces the printed percentage to one decimal: 75.4%, 74.8%, 66.7%, 6.9%. - Verification instruction: Compare the p. 5 header/cells with p. 6 notes; confirm whether the denominator is 321 and disclose it (or use n/N), otherwise correct the header or percentages."
jama.2025.16450,C-03,Minor,Presentation inconsistency,Baseline FIO2 control-arm total differs between Table 1 and Figure 2,Table 1/baseline; Other figure,Count/percentage arithmetic; Participant-flow wording; Footnote/title/caption/legend,jama.2025.16450/.ai_paper_validation/final_report.md,"### C-03 - Baseline FIO2 control-arm total differs between Table 1 and Figure 2 - Category / severity: Presentation inconsistency / Minor. - Exact location: Main article, PDF p. 6 / printed p. 1457, Table 1 ""FIO2 at baseline"" and ""High FIO2 (>=0.5)""; PDF p. 9 / printed p. 1460, Figure 2 ""Baseline FIO2"" and footnote c. - Compared values: Table 1: B+S n=228, high 86/228; surfactant-alone n=230, high 81/230. Figure 2: B+S <0.50=142 and >=0.50=86; surfactant-alone <0.50=150 and >=0.50=81. Both describe last pretreatment FIO2. - Calculation / logical basis: B+S reconciles: 142+86=228. Table 1 implies surfactant-alone <0.50=230-81=149; Figure 2 reports 150 and totals 231. Figure 2 total=459=641-182 excluded; Table 1 total=458. No visible note explains the one-participant difference. - Verification instruction: Compare Table 1 with Figure 2 and footnote c; check the subgroup input to establish whether surfactant-alone <0.50 is 149 or 150."
jama.2025.16450,C-04,Minor,Presentation inconsistency,"eTable 4 expands RR as ""risk difference""",Supplementary table,CI/point-estimate compatibility; Effect measure/model label; Summary-statistic/unit label; Footnote/title/caption/legend,jama.2025.16450/.ai_paper_validation/final_report.md,"### C-04 - eTable 4 expands RR as ""risk difference"" - Category / severity: Presentation inconsistency / Minor. - Exact location: Results supplement, PDF p. 7, eTable 4 header and RR-labelled binary estimates; PDF p. 8, abbreviation line and binary-outcome methods note. - Compared statements: Header: ""Relative Risk (RR) or Mean Difference (MD) (95% CI)""; binary rows use RR; methods: binary outcomes report relative risks estimated by robust Poisson regression; abbreviation line: RR = risk difference. - Logical basis: The abbreviation conflicts with the header, estimate labels, and methods. Main article PDF p. 8 / printed p. 1459, Table 3, separately defines RD as risk difference and RR as relative risk. - Verification instruction: Compare the p. 7 header/RR estimates with the p. 8 abbreviation and methods lines; if confirmed, change the expansion to RR = relative risk."
jama.2025.19563,C-06,Major,Cross-document inconsistency,Figure 3B ranked axes end at Human 149 and AI 151. Vector inspection identified at least 117 Human-colored and 121 AI-colored nonzero bars. eTable 14 reports HbA1c-change populations of Human N=103 and AI N=106. DOC-001 ,Supplementary table; Other figure,Denominator/population; Footnote/title/caption/legend,jama.2025.19563/.ai_paper_validation/final_report.md,"### 1. C-06 — Cross-document inconsistency — Major - Location: DOC-001 PDF p. 8, Figure 3B; DOC-001 p. 3, Outcomes; DOC-003 PDF p. 57, eTable 14. - Compared values/statements: Figure 3B ranked axes end at Human 149 and AI 151. Vector inspection identified at least 117 Human-colored and 121 AI-colored nonzero bars. eTable 14 reports HbA1c-change populations of Human N=103 and AI N=106. DOC-001 limits this endpoint to baseline HbA1c 5.7%-6.4%. - Basis: The figure demonstrably displays a larger HbA1c analysis set than the co-cited table without caption explanation. Exact underlying figure N is not asserted. - Verification instruction: Count plotting-data records and reconcile the Figure 3B inclusion rule with eTable 14 and the stated HbA1c restriction."
jama.2025.19563,C-01,Minor,Arithmetic inconsistency,Column denominator N=59; cell 10 (19%); preceding row reports the same numerator as 10 (17%).,Supplementary table,Denominator/population; Count/percentage arithmetic,jama.2025.19563/.ai_paper_validation/final_report.md,"### 2. C-01 — Arithmetic inconsistency — Minor - Location: DOC-003 PDF p. 55, eTable 12, second component-pattern row, Human-led DPP column. - Compared values: Column denominator N=59; cell 10 (19%); preceding row reports the same numerator as 10 (17%). - Basis: 10/59 × 100 = 16.95%, which rounds to 17%, not 19%. - Verification instruction: Inspect the cited cell and denominator and recompute 10/59."
jama.2025.19563,C-03,Minor,Presentation inconsistency,"The footnote cites eTable 4 “overall,” eTable 6 “by site,” and eTable 7 “by baseline HbA1c.” Matching supplement titles are eTable 3 (p. 39, overall), eTable 5 (p. 42, by site), and eTable 6 (p. 44, by baseline A1C). eTa",Supplementary table,Denominator/population; Cross-reference/citation; Footnote/title/caption/legend,jama.2025.19563/.ai_paper_validation/final_report.md,"### 3. C-03 — Presentation inconsistency — Minor - Location: DOC-001 PDF p. 6, main Table footnote a; DOC-003 PDF pp. 39-47. - Compared statements: The footnote cites eTable 4 “overall,” eTable 6 “by site,” and eTable 7 “by baseline HbA1c.” Matching supplement titles are eTable 3 (p. 39, overall), eTable 5 (p. 42, by site), and eTable 6 (p. 44, by baseline A1C). eTable 4 concerns eligibility and eTable 7 completion status. - Basis: All three cited table numbers do not match their parenthetical descriptors. - Verification instruction: Compare each descriptor with the supplement title; verify whether citations should be eTables 3, 5, and 6."
jama.2025.19563,C-04,Minor,Statistical reporting inconsistency,"Footnote 1 reports age P=.010, sex P=.041, and all other characteristics P>.05. Footnote 2 reports age P=.014 and says all other baseline characteristics were similar (P>.05).",Table 1/baseline; Supplementary table,Denominator/population; P value/test labeling; Footnote/title/caption/legend,jama.2025.19563/.ai_paper_validation/final_report.md,"### 4. C-04 — Statistical reporting inconsistency — Minor - Location: DOC-003 PDF pp. 53-54, eTable 11, age row and footnotes 1-2. - Compared values/statements: Footnote 1 reports age P=.010, sex P=.041, and all other characteristics P>.05. Footnote 2 reports age P=.014 and says all other baseline characteristics were similar (P>.05). - Basis: The table assigns age two unexplained P values; footnote 2 also conflicts with the significant sex result. - Verification instruction: Establish which age P value applies to the eTable 11 N=151/N=149 population and identify or remove the other footnote."
jama.2025.19563,C-05,Minor,Presentation inconsistency,Figure 3 labels 32.2 (28.2-35.9) kg/m² and 32.5 (29.3-37.7) kg/m² as baseline median “weight.” The Table reports the identical values as BMI.,Other figure; Other main table,Summary-statistic/unit label; Duplicate/transposed content; Footnote/title/caption/legend,jama.2025.19563/.ai_paper_validation/final_report.md,"### 5. C-05 — Presentation inconsistency — Minor - Location: DOC-001 PDF p. 8, Figure 3 footnote a; comparator main Table, PDF p. 6. - Compared values/statements: Figure 3 labels 32.2 (28.2-35.9) kg/m² and 32.5 (29.3-37.7) kg/m² as baseline median “weight.” The Table reports the identical values as BMI. - Basis: The unit and values identify BMI rather than weight. - Verification instruction: Compare Figure 3 footnote a with the Table BMI, median (IQR) row."
jama.2025.19563,C-07,Minor,Cross-document inconsistency,The supplement states 0.2% A1C reduction; the main article defines an absolute decrease of at least 0.2 percentage points. Both report 35/130 in each arm.,Supplementary figure; Other figure,Count/percentage arithmetic; Summary-statistic/unit label; Footnote/title/caption/legend,jama.2025.19563/.ai_paper_validation/final_report.md,"### 6. C-07 — Cross-document inconsistency — Minor - Location: DOC-003 PDF p. 34, eFigure 3 row label and footnote 3; DOC-001 PDF p. 3 and Figure 2, p. 7. - Compared statements: The supplement states 0.2% A1C reduction; the main article defines an absolute decrease of at least 0.2 percentage points. Both report 35/130 in each arm. - Basis: Percent and percentage points are not equivalent; matching counts show the same endpoint is labeled differently. - Verification instruction: Compare the exact endpoint wording and revise the supplement label if it represents the same endpoint."
jama.2025.20765,F01,Major,Cross-document inconsistency,omitted mHealth cluster,Table 1/baseline; Supplementary table,Count/percentage arithmetic,jama.2025.20765/.ai_paper_validation/final_report.md,"## F01 — Major — Cross-document inconsistency: omitted mHealth cluster - Location: joi250093supp2_prod_1768590553.09463.pdf, p4, eTable 2 and p8, eTable 5; jama_zahid_2025_oi_250093_1768590553.08463.pdf, p5, Table 1. - Source evidence: eTable 2 contains 17 mHealth sites totaling 680 participants and 168 prior-attempt “Yes” responses, omitting site 2012. eTable 5 identifies site 2012 as an mHealth cluster of 40 participants. Table 1 reports 178/720. - Basis: 720 − 680 = 40; 178 − 168 = 10. - Verification: Sum the mHealth rows in eTable 2, compare with Table 1, and confirm site 2012 in eTable 5."
jama.2025.20765,F02,Major,Cross-document inconsistency,adverse-event direction reversed,Narrative/abstract; Supplementary table,Count/percentage arithmetic; Duplicate/transposed content,jama.2025.20765/.ai_paper_validation/final_report.md,"## F02 — Major — Cross-document inconsistency: adverse-event direction reversed - Location: jama_zahid_2025_oi_250093_1768590553.08463.pdf, p5; joi250093supp2_prod_1768590553.09463.pdf, p15, eTable 10. - Source evidence: Main text states that dry mouth, irritability, and anxiety were more common with mHealth. eTable 10 reports irritability 283/699 versus 145/334 and anxiety 233/699 versus 123/334. - Basis: Irritability is 40.5% versus 43.4%, and anxiety is 33.3% versus 36.8%; both are lower in mHealth. Only dry mouth follows the stated direction. - Verification: Sum the non-None severity categories by arm and compare them with the prose statement."
jama.2025.20765,F03,Minor,Arithmetic inconsistency,site 2008 death percentage,Supplementary table,Denominator/population; Count/percentage arithmetic,jama.2025.20765/.ai_paper_validation/final_report.md,"## F03 — Minor — Arithmetic inconsistency: site 2008 death percentage - Location: joi250093supp2_prod_1768590553.09463.pdf, p9, eTable 6 and p8, eTable 5. - Source evidence: eTable 6 reports site 2008 as 5 (7.5) deaths; eTable 5 gives a denominator of 40. - Basis: 5/40 = 12.5%, not 7.5%. - Verification: Confirm the site denominator and recalculate the percentage."
jama.2025.20765,F04,Minor,Arithmetic inconsistency,death-cause percentages,Supplementary table,Count/percentage arithmetic,jama.2025.20765/.ai_paper_validation/final_report.md,"## F04 — Minor — Arithmetic inconsistency: death-cause percentages - Location: joi250093supp2_prod_1768590553.09463.pdf, p6, eTable 4. - Source evidence: With 27 usual-care deaths, “Drug user” and “Severe pneumonia” are each printed as 1 (7.4%). - Basis: 1/27 = 3.7%, not 7.4%. Other conventional one-decimal discrepancies include 3/52 = 5.8% (printed 5.7%), 8/52 = 15.4% (printed 15.2%), and 16/27 = 59.3% (printed 59.2%). - Verification: Recalculate every percentage using column totals 52, 25, and 27."
jama.2025.20765,F05,Minor,Statistical reporting inconsistency,adverse-event percentages,Narrative/abstract; Supplementary table,Count/percentage arithmetic,jama.2025.20765/.ai_paper_validation/final_report.md,"## F05 — Minor — Statistical reporting inconsistency: adverse-event percentages - Location: jama_zahid_2025_oi_250093_1768590553.08463.pdf, p5; joi250093supp2_prod_1768590553.09463.pdf, p15, eTable 10. - Source evidence: Main text reports nausea 23.0% versus 22.3% and diarrhea 7.5% versus 7.5%. eTable 10 gives control nausea 71/334 and mHealth diarrhea 51/699. - Basis: 71/334 = 21.3%, not 22.3%; 51/699 = 7.3%, not 7.5%. - Verification: Sum mild, moderate, and severe counts and divide by each arm total."
jama.2025.20765,F06,Minor,Presentation inconsistency,adverse-event population unidentified,Supplementary table,Denominator/population; Count/percentage arithmetic; Participant-flow wording,jama.2025.20765/.ai_paper_validation/final_report.md,"## F06 — Minor — Presentation inconsistency: adverse-event population unidentified - Location: joi250093supp2_prod_1768590553.09463.pdf, pp15-16, eTable 10. - Source evidence: Complete symptom blocks total 699 mHealth and 334 control, but the table does not identify this population or its missingness. - Basis: These denominators differ from randomized 720/360, complete-case 667/318, and death-excluded 695/333 populations. - Verification: Sum the severity rows and compare 699/334 with the documented populations and table notes."
jama.2025.20765,F07,Minor,Statistical reporting inconsistency,ITT label after deaths excluded,Supplementary table; Flow diagram,Denominator/population; Count/percentage arithmetic; Participant-flow wording; Footnote/title/caption/legend,jama.2025.20765/.ai_paper_validation/final_report.md,"## F07 — Minor — Statistical reporting inconsistency: ITT label after deaths excluded - Location: jama_zahid_2025_oi_250093_1768590553.08463.pdf, p3 and p6, Table 2; joi250093supp2_prod_1768590553.09463.pdf, p13, eTable 9. - Source evidence: The main article distinguishes primary ITT from a post hoc death-excluded analysis; Table 2 ITT is 720/360. eTable 9 calls a 695/333 death-excluded analysis ITT. - Basis: 720 − 25 = 695; 360 − 27 = 333. - Verification: Compare the eTable 9 title and denominators with the methods, Figure 1, and Table 2."
jama.2025.20765,F08,Minor,Presentation inconsistency,eTable 6 title/body mismatch,Supplementary table,Footnote/title/caption/legend,jama.2025.20765/.ai_paper_validation/final_report.md,"## F08 — Minor — Presentation inconsistency: eTable 6 title/body mismatch - Location: joi250093supp2_prod_1768590553.09463.pdf, p9, eTable 6. - Source evidence: The title promises death rates and unsuccessful tuberculosis treatment outcomes; the body contains only arm, site ID, and deaths. - Basis: No column, row, or note presents unsuccessful-treatment outcomes. - Verification: Compare the complete title with every displayed column and note."
jama.2025.250116,C01,Minor,Statistical reporting inconsistency,Statistical reporting inconsistency,Narrative/abstract; Supplementary table,Count/percentage arithmetic; P value/test labeling,jama.2025.250116/.ai_paper_validation/final_report.md,"1. C01 — Minor — Statistical reporting inconsistency Location: DOC-001-MAIN PDF p 6, Table 2; p 7, “Secondary End Points”; DOC-003-RESULTS-SUPP PDF p 22, eTable 10. Compared values: Table 2 reports 52/131 (39.7%); narrative reports 51/131 (39.7%); eTable 10 strata are 12/25 and 40/106. Basis: 12 + 40 = 52; 52/131 = 39.7%, whereas 51/131 = 38.9%. Verify: Reconcile the narrative numerator and percentage with Table 2 and eTable 10."
jama.2025.250116,C02,Minor,Arithmetic inconsistency,Arithmetic inconsistency,Supplementary table,Count/percentage arithmetic; CI/point-estimate compatibility; P value/test labeling,jama.2025.250116/.ai_paper_validation/final_report.md,"2. C02 — Minor — Arithmetic inconsistency Location: DOC-003-RESULTS-SUPP PDF p 22, eTable 10, “SII days 2-15” row. Compared values: Reported 40/106 versus 29/122; OR 1.194 (95% CI, 1.09-3.45), P=.030. Basis: Non-events are 66 and 93; cross-product OR = (40×93)/(66×29) = 1.9436. The printed CI is approximately compatible with 1.94. Verify: Recalculate the displayed crude OR and confirm the intended reported point estimate."
jama.2025.250116,C03,Minor,Statistical reporting inconsistency,Statistical reporting inconsistency,Supplementary figure,Count/percentage arithmetic; CI/point-estimate compatibility; P value/test labeling,jama.2025.250116/.ai_paper_validation/final_report.md,"3. C03 — Minor — Statistical reporting inconsistency Location: DOC-003-RESULTS-SUPP PDF p 53, eFigure 9, panel B, APACHE II ≥25 entry. Compared values: Reported OR 0.11 (95% CI, 0.36-3.42), P=.86; panel-A cells are 31/38 versus 32/40. Basis: The reported point estimate lies outside its CI. Displayed cells yield (31×8)/(7×32) = 1.107, with approximate CI 0.358-3.421. Verify: Confirm the point estimate, CI, and linked event cells in the source analysis."
jama.2025.250116,C04,Major,Presentation inconsistency,Presentation inconsistency,Supplementary figure,Denominator/population; Duplicate/transposed content,jama.2025.250116/.ai_paper_validation/final_report.md,"4. C04 — Major — Presentation inconsistency Location: DOC-003-RESULTS-SUPP PDF pp 51-52, eFigures 7-8, panel B. Compared values: eFigure 8 repeats all six eFigure 7 panel-B OR/CI/P triplets, although eFigure 8 presents 28-day mortality with different displayed event cells. Basis: eFigure 8 high-stratum mortality cells yield approximate ORs 0.66, 0.42, and 0.46, rather than the repeated 1.85, 5.79, and 3.08. Verify: Compare eFigure 8 panel-B labels and annotations against its displayed mortality cells and source output."
jama.2025.250116,C05,Major,Statistical reporting inconsistency,Statistical reporting inconsistency,Narrative/abstract; Supplementary figure; Other figure,Denominator/population; P value/test labeling; Effect measure/model label; Footnote/title/caption/legend,jama.2025.250116/.ai_paper_validation/final_report.md,"5. C05 — Major — Statistical reporting inconsistency Location: DOC-003-RESULTS-SUPP PDF pp 51 and 53, eFigures 7 and 9, panel B/captions; DOC-001-MAIN PDF p 8, “Post Hoc and Subgroup Analyses.” Compared statements: eFigures 7 and 9 label high-stratum treatment ORs as interaction tests; the main text interprets selected entries as interactions. Basis: eFigure 7 high-stratum ORs reconstruct as 1.846, 5.798, and 3.084; for SOFA, the low-stratum OR is 2.019, making the crude ratio of stratum-specific treatment ORs approximately 1.53, not 3.08. eFigure 9 high-stratum CCI and SOFA estimates similarly reconstruct as 0.4875 and 0.5253. This finding is independently supported without eFigure 8. Verify: Confirm whether the panel-B values are within-high-stratum treatment effects or interaction-test estimates, and align figure labels/captions and main-text interpretation accordingly."
jama.2025.250116,C06,Minor,Presentation inconsistency,Presentation inconsistency,Supplementary table,Denominator/population; Count/percentage arithmetic; P value/test labeling,jama.2025.250116/.ai_paper_validation/final_report.md,"6. C06 — Minor — Presentation inconsistency Location: DOC-003-RESULTS-SUPP PDF p 30, eTable 14, “severe” row, SII/rhIFNγ column. Compared value: Displayed cell: 45 42.5). Basis: The opening parenthesis is missing; 45/106 = 42.45%, which rounds to 42.5%. Verify: Correct the cell notation while retaining the displayed count and percentage if confirmed."
jama.2025.250116,C07,Minor,Presentation inconsistency,Presentation inconsistency,Supplementary table,P value/test labeling; Duplicate/transposed content; Footnote/title/caption/legend,jama.2025.250116/.ai_paper_validation/final_report.md,"7. C07 — Minor — Presentation inconsistency Location: DOC-003-RESULTS-SUPP PDF p 30, eTable 14, “probably related” row, MALS/anakinra column. Compared value: Displayed cell: 0 0 (0.0). Basis: The table heading specifies n (%); the first zero is duplicated. Verify: Confirm the intended zero-event cell and remove the duplicate character."
jama.2025.4390,SCI-01,Major,Presentation inconsistency,Figure 3 rate columns contain person-time values,Other figure; Other main table,Count/percentage arithmetic; P value/test labeling; Summary-statistic/unit label; Footnote/title/caption/legend,jama.2025.4390/.ai_paper_validation/final_report.md,"### 1. SCI-01 — Figure 3 rate columns contain person-time values - Category / severity: Presentation inconsistency / Major. - Location: Main article, PDF p. 9 (printed p. 2069), Figure 3, both columns headed Rate per 100 patient-years; compare Table 2, PDF p. 8 (printed p. 2068), primary-outcome row. - Compared values: Figure 3 gives bedtime 163 events and 71.0, and morning 173 events and 71.0; Table 2 gives rates 2.30 and 2.44 per 100 patient-years, respectively. Bedtime sex subgroup values 30.5 + 40.5 = 71.0. - Basis: 163 / 2.30 × 100 = 7087.0 and 173 / 2.44 × 100 = 7090.2 patient-years, approximately 70.9 hundreds of patient-years. Thus 71.0 behaves as person-time in hundreds of patient-years, not as a rate. - Verification: Compare Figure 3 with Table 2 and inspect figure-generation data; correct the heading or displayed values."
jama.2025.4390,TAC-01,Minor,Presentation inconsistency,Duplicated ethnicity row in eTable 5,Supplementary table,Count/percentage arithmetic; Duplicate/transposed content; Footnote/title/caption/legend,jama.2025.4390/.ai_paper_validation/final_report.md,"### 2. TAC-01 — Duplicated ethnicity row in eTable 5 - Category / severity: Presentation inconsistency / Minor. - Location: Results supplement, PDF p. 37, eTable 5, Ethnicity - no. (%), White/Caucasian and Other; compare eTable 3, PDF p. 29. - Compared values: Morning (n=44): White/Caucasian 40 (90.9) and Other 40 (90.9); bedtime (n=57): White/Caucasian 53 (93.0) and Other 53 (93.0). No eTable 5 footnote authorizes overlapping categories. - Basis: Eight displayed ethnicity counts total 85/44 = 193.2% (morning) and 111/57 = 194.7% (bedtime); Other exactly duplicates White/Caucasian. - Verification: Compare the two rows and inspect the source export for the intended Other values or row placement."
jama.2025.4390,SCI-02,Minor,Statistical reporting inconsistency,Figure 3 footnote misstates the all-patients CI as unadjusted,Narrative/abstract; Other figure; Other main table,Denominator/population; CI/point-estimate compatibility; Effect measure/model label; Duplicate/transposed content; Footnote/title/caption/legend,jama.2025.4390/.ai_paper_validation/final_report.md,"### 3. SCI-02 — Figure 3 footnote misstates the all-patients CI as unadjusted - Category / severity: Statistical reporting inconsistency / Minor. - Location: Main article, PDF p. 9 (printed p. 2069), Figure 3 all-patients row and footnote; compare Results text, PDF p. 6 (printed p. 2066), and Table 2, PDF p. 8 (printed p. 2068). - Compared statements: Figure 3 reports HR 0.96 (95% CI, 0.77-1.19) and says, All confidence intervals are unadjusted. Results text identifies 0.96 (95% CI, 0.77-1.19) as adjusted and 0.94 (95% CI, 0.76-1.17) as unadjusted; Table 2 repeats the adjusted value. - Basis: The displayed all-patients estimate exactly matches the adjusted, not unadjusted, analysis; the universal footnote is false for that row. - Verification: Compare the Figure 3 row/footnote with pp. 6 and 8; limit the footnote to subgroup rows or amend the all-patients row."
jama.2025.4390,SCI-03,Minor,Statistical reporting inconsistency,Identical displayed binary comparisons have different P values,Supplementary table,Denominator/population; P value/test labeling; Duplicate/transposed content,jama.2025.4390/.ai_paper_validation/final_report.md,"### 4. SCI-03 — Identical displayed binary comparisons have different P values - Category / severity: Statistical reporting inconsistency / Minor. - Location: Results supplement, PDF p. 39, eTable 5, Type of BP-lowering med - no. (%), Diuretic and Combination BP med; denominators on PDF p. 37. - Compared values: Morning n=44 and bedtime n=57. Diuretic: 9 (20.5) vs 16 (28.1), P=.34; Combination BP med: identical 9 (20.5) vs 16 (28.1), P=.38. - Basis: Both displayed comparisons are 9 yes/35 no versus 16 yes/41 no. The table states no different denominator, adjustment, or procedure; identical displayed comparisons cannot yield different P values under the same comparison. - Verification: Re-run or inspect source output for both rows using n=44 and n=57; identify the incorrect count or P value."
jama.2025.4390,FFC-01,Minor,Arithmetic inconsistency,British Columbia city counts exceed the province header,Supplementary table; Supplementary figure; Other figure,Count/percentage arithmetic; Footnote/title/caption/legend,jama.2025.4390/.ai_paper_validation/final_report.md,"### 5. FFC-01 — British Columbia city counts exceed the province header - Category / severity: Arithmetic inconsistency / Minor. - Location: Results supplement, PDF p. 22, eFigure 1, Location of Participating Practices, British Columbia; compare eTable 1, PDF p. 27. - Compared values: BC header 43; city counts 12+1+1+1+1+1+1+1+4+12+1+3+3+2. Province headers are BC 43, Alberta 326, Saskatchewan 22, Manitoba 29, Ontario 16; eTable 1 reports 436 PCPs. - Basis: BC city counts total 44, not 43. Province headers total 43+326+22+29+16=436, matching eTable 1; the BC listing is internally off by one. - Verification: Recount the BC entries and inspect figure source data to determine whether the header or a city count is incorrect."
jama.2025.4390,FFC-02,Minor,Presentation inconsistency,Bedtime diuretic adherence differs between eFigure 4 and eTable 6,Supplementary table; Supplementary figure; Other figure,Count/percentage arithmetic,jama.2025.4390/.ai_paper_validation/final_report.md,"### 6. FFC-02 — Bedtime diuretic adherence differs between eFigure 4 and eTable 6 - Category / severity: Presentation inconsistency / Minor. - Location: Results supplement, PDF p. 26, eFigure 4 bedtime/PM Diuretic bar; compare eTable 6, PDF p. 42, bedtime Diuretic rows. - Compared values: Figure: 278 as allocated, 138 off allocation, 8 twice or more daily. Table: n=424, 277/424 as allocated, 139/424 off allocation, 8/424 twice or more daily. - Basis: Both displays total 424 (278+138+8 and 277+139+8) but allocate one medication differently between the first two categories. - Verification: Compare both displays and inspect the 6-month medication-timing source export to determine the correct categorization."
jama.2025.4390,FFC-03,Minor,Arithmetic inconsistency,Calcium-channel-blocker percentage is arithmetically wrong in two tables,Table 1/baseline; Supplementary table,Denominator/population; Count/percentage arithmetic; Duplicate/transposed content,jama.2025.4390/.ai_paper_validation/final_report.md,"### 7. FFC-03 — Calcium-channel-blocker percentage is arithmetically wrong in two tables - Category / severity: Arithmetic inconsistency / Minor. - Location: Main article, PDF p. 6 (printed p. 2066), Table 1 continued, Calcium channel blocker; repeated in results supplement, PDF p. 32, eTable 3. - Compared values: Bedtime n=1677, 479 (28.2) in both tables; morning 489/1680 (29.1) and overall 968/3357 (28.8). - Basis: 479/1677×100=28.5629%, which rounds to 28.6%, not 28.2%, to one decimal. The comparison cells reconcile. - Verification: Check the intended numerator and denominator in the source table; correct the repeated percentage or source count."
jama.2025.7583,1,Minor,Presentation inconsistency,Inclusion label applied to excluded patients,Supplementary figure; Flow diagram,Duplicate/transposed content; Participant-flow wording; Footnote/title/caption/legend,jama.2025.7583/.ai_paper_validation/final_report.md,"### 1. Inclusion label applied to excluded patients - Category / severity: Presentation inconsistency / Minor. - Exact location: DOC-001-MAIN, jama_shotar_2025_oi_250033_1750956987.75881.pdf, PDF p. 4, Figure 1 footnote a; DOC-004-RESULTS-SUPP, joi250033supp4_prod_1750956987.77981.pdf, PDF p. 8, eFigure 1 title and exclusion box. - Compared statements: Figure 1 directs readers to reasons for excluding patients “with an inclusion criterion.” eFigure 1 repeats “reasons for excluding patients with an inclusion criterion,” while its Excluded (n=317) box includes Other pre-specified non-inclusion criteria (n=164), Patient refusal (n=101), Other reasons (n=18), and Unknown reasons (n=34). - Logical basis: The label lacks a not meeting or non- qualifier despite the displayed non-inclusion and other exclusion categories. This is a localized labeling defect only; it does not establish incorrect counts, allocation, analyses, or conclusions. - Verification instruction: Read the complete p. 4 footnote and p. 8 eFigure 1 title and four top-level categories; confirm that no not meeting or non- qualifier precedes inclusion criterion."
