key,year,package,id,title,category,primary,relations,evidence_state,plan_discrepancy_mechanism,broad_plan_involved,submission_involved,current_report_cross_document,additional_sensitivity_exclude,rationale,ambiguity,duplicate_of,reportPath,line,evidence_paths
2019::jama.2019.17380::C001,2019,jama.2019.17380,C001,Figure 2 omega-3 eGFR contributor counts conflict with Table 2,Cross-document numeric inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main Figure2B omega3 eGFR contributor counts differ from main Table2 at all three times while totals match. Abstract/table/figure are sections of one article, despite original cross-document category.",,,2019/jama.2019.17380/.ai_paper_validation/final_report_1_5_2.md,46,"[""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2019::jama.2019.17380::C002,2019,jama.2019.17380,C002,Figure 2 omega-3 urine-ACR contributor counts conflict with eTable 6,Cross-document numeric inconsistency,S_C,"[""S_C""]",recorded_candidate,,False,True,True,False,Main Figure2D omega3 urine-ACR contributor counts differ from the results-supplement eTable6 arm counts at matched times; this is an actual article-versus-results-supplement comparison.,,,2019/jama.2019.17380/.ai_paper_validation/final_report_1_5_2.md,79,"[""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2019::jama.2019.17380::C003,2019,jama.2019.17380,C003,Figure 3 assigns vitamin-D arm sizes to the opposite column labels,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Figure3 vitaminD N703/N609 sit under opposite headings relative to the factorial allocations and Table2 inside the same article; candidate is confined to counts.,,,2019/jama.2019.17380/.ai_paper_validation/final_report_1_5_2.md,112,"[""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2019::jama.2019.17380::C004,2019,jama.2019.17380,C004,Figure 4 assigns omega-3 arm sizes to the opposite column labels,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Figure4 omega3 N659/N653 sit under opposite headings relative to main abstract factorial allocation and Table2; no cross-file source is required.,,,2019/jama.2019.17380/.ai_paper_validation/final_report_1_5_2.md,145,"[""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2019::jama.2019.17380::C005,2019,jama.2019.17380,C005,eFigure 2 places vitamin-D participant counts under the opposite headings,"Measure, label, or scale inconsistency",S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,Results-supplement eFigure2 N703/N609 are opposite to exact vitaminD randomized totals derived from main abstract allocation cells. eTable6 in the same supplement also establishes arm identity and matching change ratios; its measured baseline activeN702 cannot fit the figure active randomizedN609.,"Cross-file exact randomized totals plus within-supplement arm/count compatibility. Randomized703 versus measured702 is an availability difference, not an additional discrepancy; changes/forest estimates are not claimed reversed.",,2019/jama.2019.17380/.ai_paper_validation/final_report_1_5_2.md,178,"[""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2019::jama.2019.17380::C006,2019,jama.2019.17380,C006,eFigure 3 places omega-3 participant counts under the opposite headings,"Measure, label, or scale inconsistency",S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,"Results-supplement eFigure3 N659/N653 are opposite to exact omega3 randomized totals derived from main abstract allocation cells. Same-supplement eTable6 identifies active measuredN658 and matching change ratios, incompatible with figure active randomizedN653.","Cross-file randomized totals plus within-supplement arm/count compatibility. Randomized659 versus measured658 is expected availability context, not a separate discrepancy; effect estimates are not claimed reversed.",,2019/jama.2019.17380/.ai_paper_validation/final_report_1_5_2.md,211,"[""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2019::jama.2019.17380::C007,2019,jama.2019.17380,C007,Imputation count differs between the analytic-plan addendum and article methods,Cross-document numeric inconsistency,P_R,"[""P_R""]",recorded_candidate,analysis_specification,True,False,True,False,The analytic-plan addendum specifies10 imputation datasets but main implemented Methods reports M20; both use Rubin-rule combination for missing outcomes.,An intentional increase and broader analytic scope are possible; governing amendment and rationale are absent.,,2019/jama.2019.17380/.ai_paper_validation/final_report_1_5_2.md,244,"[""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2019/jama.2019.17380/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2019::jama.2019.2210::C001,2019,jama.2019.2210,C001,"Table 1 SNP percentages use unlabelled, variable available-case denominators","Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Table1 SNP category counts and percentages use variable available-case Ns smaller than its arm headers251/166. Results-supplement risk counts agree with genotype totals and corroborate internal denominator omission.,Assay availability can legitimately create varying denominators; missingness labelling is the issue.,,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,39,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.2210::C002,2019,jama.2019.2210,C002,Figure 3 caption says panel-C risk numbers are absent although the panel prints them,Numeric or arithmetic inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Figure3C visibly has14 at-risk entries while its own caption says panelC risk numbers are not given.,"Caption could refer to weighted/effective counts while plotted entries are raw, but this distinction is unstated.",,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,74,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.2210::C003,2019,jama.2019.2210,C003,Final protocol gives different accrual stopping thresholds,"Denominator, proportion, or total inconsistency",P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,Two passages in the final protocol say stop after400 enrollment versus when enrollment>400; this compares threshold definitions inside one planning document.,Near400 target or completed-block operational shorthand is possible.,,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,109,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.2210::C004,2019,jama.2019.2210,C004,Final protocol assigns de novo cancer incompatible endpoint labels,"Measure, label, or scale inconsistency",P_R,"[""P_R"", ""P_P""]",recorded_candidate,endpoint_definition_window_hierarchy,True,False,True,False,"The protocol synopsis calls de novo cancer not an outcome, while its body/change summary calls it tertiary and says it was separated from safety outcomes; the article reports it under Safety Outcomes. This genuinely combines internal-plan hierarchy mismatch and report-versus-plan classification.","The ledger merges an internal numeric lead and cross-source lead for the same event. Dual clinical safety and statistical tertiary roles may coexist, but the change summary explicitly says separated from safety outcomes.",,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,144,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md"", ""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/candidate_ledger.md""]"
2019::jama.2019.2210::C005,2019,jama.2019.2210,C005,One final-protocol high-25(OH)D stratum label omits the boundary operator,"Measure, label, or scale inconsistency",P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"One final-protocol high25(OH)D label omits its operator at40 while a later section of the same protocol specifies>40. The main article repeats>40 as corroboration, not as a separate plan-report deviation.",40ng/mL may be shorthand for the threshold; actual subgroup assignment is unavailable.,,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,179,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md""]"
2019::jama.2019.2210::C006,2019,jama.2019.2210,C006,Supplement labels Cdx2 genotype panels as CDK2,"Measure, label, or scale inconsistency",S_C,"[""S_C""]",recorded_candidate,,False,True,True,False,Main Table1 Cdx2 genotype label and all six arm/genotype counts match results-supplement panels titled CDK2. The protocol CDX2 rs11568820 entry corroborates subgroup identity; the substantive target is the main/results-supplement locus label mismatch.,,,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,214,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md""]"
2019::jama.2019.2210::C007,2019,jama.2019.2210,C007,"Table 1 BMI categories use smaller, unlabelled denominators than the arm headers","Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main Table1 BMI quartiles total249/165, below its251/166 arm headers, and percentages use the smaller totals. Results supplement reproduces249/165 and corroborates the internal missing denominator statement.",BMI availability may explain the2/1 deficits; it is not a disagreement between the main and supplemental totals.,,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,249,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.2210::C008,2019,jama.2019.2210,C008,Report and protocol use different time-origin labels despite a same-visit equivalence statement,"Measure, label, or scale inconsistency",P_R,"[""P_R""]",recorded_candidate,endpoint_definition_window_hierarchy,True,False,True,True,"Article/results-supplement survival axes say randomization while protocol says supplementation start. Retained as the recorded report-versus-plan time-origin wording candidate, although the article explicitly equates these dates at the same visit.","Wording-only/equivalent: source directly states operational equivalence, so no actual time-origin discrepancy is established. Sensitivity excluding this candidate leaves7 report-versus-plan candidates out of70 total.",,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,284,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md"", ""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/candidate_ledger.md""]"
2019::jama.2019.2210::C009,2019,jama.2019.2210,C009,Table 2 hazard-ratio direction footnote is opposite the displayed outcome direction,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main Table2 footnote says HR>1 means reduced outcome with vitaminD, while main counts/curves and HRs below1 reflect lower vitaminD events. All compared direction descriptions are inside the article.",Exact event-time models are not reconstructed; no table-specific reversed contrast is stated.,,2019/jama.2019.2210/.ai_paper_validation/final_report_1_5_1.md,319,"[""2019/jama.2019.2210/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.4755::C001,2019,jama.2019.4755,C001,Women’s quantitative 10.2 µg Hb/g PPV difference point estimate is absent,Numeric or arithmetic inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement eTable5 women quantitative10.2 PPV-difference cell visibly lacks numeric magnitude despite arm PPVs and a CI; matched eTable4 diagnostic counts are in the same supplement.,Detached PDF numeric text may indicate clipping/displacement; a hyphen convention is not defined. Each candidate concerns a distinct test/cutoff row.,,2019/jama.2019.4755/.ai_paper_validation/final_report_1_5_1.md,52,"[""2019/jama.2019.4755/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.4755::C002,2019,jama.2019.4755,C002,Women’s quantitative 17.0 µg Hb/g PPV difference point estimate is absent,Numeric or arithmetic inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement eTable5 women quantitative17.0 PPV-difference cell visibly lacks numeric magnitude despite arm PPVs and a CI; matched eTable4 diagnostic counts are in the same supplement.,Detached PDF numeric text may indicate clipping/displacement; a hyphen convention is not defined. Each candidate concerns a distinct test/cutoff row.,,2019/jama.2019.4755/.ai_paper_validation/final_report_1_5_1.md,85,"[""2019/jama.2019.4755/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.4755::C003,2019,jama.2019.4755,C003,Women’s qualitative 10.2 µg Hb/g PPV difference point estimate is absent,Numeric or arithmetic inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement eTable5 women qualitative10.2 PPV-difference cell visibly lacks numeric magnitude despite arm PPVs and a CI; matched eTable4 diagnostic counts are in the same supplement.,Detached PDF numeric text may indicate clipping/displacement; a hyphen convention is not defined. Each candidate concerns a distinct test/cutoff row.,,2019/jama.2019.4755/.ai_paper_validation/final_report_1_5_1.md,118,"[""2019/jama.2019.4755/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.4755::C004,2019,jama.2019.4755,C004,eTable 5 visible cutoff header truncates after [µg,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement eTable5 cutoff header truncates at[µg while adjacent eTable4 in the same file prints fullµgHb/g. Main tables corroborate the unit; the target is an incomplete internal supplemental header.,A detached Hb/g] text object supports possible clipping; no unit-inheritance rule is printed.,,2019/jama.2019.4755/.ai_paper_validation/final_report_1_5_1.md,151,"[""2019/jama.2019.4755/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.4755/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md""]"
2019::jama.2019.4755::C005,2019,jama.2019.4755,C005,One SAP occurrence omits the microgram prefix from the 10.2 cutoff,"Measure, label, or scale inconsistency",P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"SAP section3.2 omitsµg locally from10.2Hb/g while section5.4 in the same SAP prints10.2µgHb/g. The main article supplies matched context only, so this is an internal-plan unit wording issue.",The firstµg in the coordinated sentence may grammatically apply to both thresholds; no inheritance convention is supplied.,,2019/jama.2019.4755/.ai_paper_validation/final_report_1_5_1.md,184,"[""2019/jama.2019.4755/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.4755/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md""]"
2019::jama.2019.7505::C001,2019,jama.2019.7505,C001,Hypoxemia confidence-interval endpoint sign differs between abstract and Table 3,Cross-document numeric inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main abstract hypoxemia risk-difference CI upper endpoint+6.1 conflicts with main Table3 -6.1 for the same counts, estimate and P. Both locations are in one article, despite original cross-document category.",,,2019/jama.2019.7505/.ai_paper_validation/final_report_1_5_2.md,40,"[""2019/jama.2019.7505/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2019::jama.2019.7505::C002,2019,jama.2019.7505,C002,DIC row finite risk ratio and narrow interval do not reconcile with zero comparator events,Statistical reporting inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Table3 DIC row shows1 versus0 events alongside finite RR2.00 and narrow CI1.91–2.09/P>.99; main methods lack the zero-cell rule needed to reconcile that display.,"An unstated zero-cell estimator, alternate method, or cell alignment may partly explain it; no replacement RR is asserted.",,2019/jama.2019.7505/.ai_paper_validation/final_report_1_5_2.md,75,"[""2019/jama.2019.7505/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2019::jama.2019.7505::C003,2019,jama.2019.7505,C003,Protocol analysis sentence combines odds-ratio and relative-risk labels,"Measure, label, or scale inconsistency",P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"Protocol planned-analysis sentence combines odds ratio and relative risks without separation; final SAP separately specifies primary RR and exploratory OR. Both the indeterminate sentence and comparator are prospective planning documents, not reported results.",Later SAP may legitimately supersede preliminary wording; the unresolved compound phrase is a planning-text issue.,,2019/jama.2019.7505/.ai_paper_validation/final_report_1_5_2.md,110,"[""2019/jama.2019.7505/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2019/jama.2019.7505/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2019::jama.2019.7505::C004,2019,jama.2019.7505,C004,eFigure 11 mortality values are described as extra-pulmonary complications,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement eFigure11 narrative calls its own mortality values extra-pulmonary complications despite mortality title/axis/effect label; neighboring eFigure10 provides a distinct complication rate. Main Table3 agrees with mortality and merely corroborates the internal caption defect.,,,2019/jama.2019.7505/.ai_paper_validation/final_report_1_5_2.md,145,"[""2019/jama.2019.7505/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2019/jama.2019.7505/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2024::jama.2024.0318::C001,2024,jama.2024.0318,C001,Figure 1 allocation branches exceed the displayed available cohort by 10 participants,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,The 305 parent and 193+122=315 child allocation boxes disagree inside main Figure 1.,Population identity of the branch counts is conditional; no plan comparator.,,2024/jama.2024.0318/.ai_paper_validation/final_report_1_5_3.md,53,"[""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.0318::C002,2024,jama.2024.0318,C002,Supplement eTable 2 mixes year-12 headings with year-7 quantitative footnote definitions,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Year-12 headings and year-7 footnote definitions conflict within results-supplement eTable 2. The main article pointer corroborates the heading rather than supplying an additional targeted discrepancy.,The table may intentionally mix visits without adequate labels; classified by its internal heading/footnote relationship.,,2024/jama.2024.0318/.ai_paper_validation/final_report_1_5_3.md,86,"[""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
2024::jama.2024.0318::C003,2024,jama.2024.0318,C003,Matched 12-year HbA1c result has incompatible printed P values,Cross-document numeric inconsistency,S_C,"[""S_C""]",recorded_candidate,,False,True,True,False,Main abstract/Results give P=.002 but matched results-supplement eTable 2 gives P<.001 for the same displayed HbA1c estimate and interval.,Timepoint ambiguity in C002 leaves exact analysis identity conditional; this is a separate P-value comparison.,,2024/jama.2024.0318/.ai_paper_validation/final_report_1_5_3.md,119,"[""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.0318::C004,2024,jama.2024.0318,C004,The same year-7 glycemic outcome is labeled as both HbA1c less than or equal to 6.5% and HbA1c below 6.5%,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main narrative says HbA1c<=6.5%, whereas its cited Table 2 says <6.5%. Supplementary GEE methods do not state the operator and are context only.",,,2024/jama.2024.0318/.ai_paper_validation/final_report_1_5_3.md,152,"[""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
2024::jama.2024.0318::C005,2024,jama.2024.0318,C005,Abstract percentage for four deaths does not reconcile with displayed group counts and denominators,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main abstract gives four deaths as2.2%, whereas its own enrolled denominators and Table3 imply4/262=1.5%.",An unreported abstract risk set remains possible.,,2024/jama.2024.0318/.ai_paper_validation/final_report_1_5_3.md,185,"[""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.0318::C006,2024,jama.2024.0318,C006,The same exploratory BMI subgroup boundary is labeled as both 35 or greater and greater than 35,"Measure, label, or scale inconsistency",S_C,"[""S_C""]",recorded_candidate,,False,True,True,False,"Main reports BMI>=35 for its higher subgroup, but the linked non-plan eFigure6 repeatedly prints BMI>35.",Actual membership impact depends on boundary values and coding.,,2024/jama.2024.0318/.ai_paper_validation/final_report_1_5_3.md,218,"[""2024/jama.2024.0318/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.0572::C001,2024,jama.2024.0572,C001,ITT Figure 2 mRS distributions conflict with ITT eTable 2 threshold counts,Cross-document numeric inconsistency,S_C,"[""S_C""]",recorded_candidate,,False,True,True,False,Main Figure2 ITT mRS distributions reconstruct different threshold counts from results-supplement eTable2 despite matched168-per-arm labels.,Requires ordinary nearest-whole rounding and identical outcome derivation.,,2024/jama.2024.0572/.ai_paper_validation/final_report_1_5_3.md,47,"[""2024/jama.2024.0572/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.0572/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
2024::jama.2024.0572::C002,2024,jama.2024.0572,C002,aRR is labeled as an absolute risk reduction but displayed and interpreted as a ratio,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main narrative and tables expand aRR as absolute risk reduction while their own interpretation explicitly says rate ratio and uses null1, alongside separate additive aRD. SAP relative-risk methods and supplementary aRR/aRD rows corroborate this internal scale mismatch.","SAP citation is supporting model context, not a demonstrated report-versus-plan analytical discrepancy.",,2024/jama.2024.0572/.ai_paper_validation/final_report_1_5_3.md,80,"[""2024/jama.2024.0572/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.0572/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
2024::jama.2024.11057::C001,2024,jama.2024.11057,C001,Quit-date pre-message duration conflicts between the main article and both support documents,Cross-document numeric inconsistency,P_R,"[""P_R"", ""S_C""]",recorded_candidate,intervention_delivery,True,True,True,False,"Main describes6 pre-quit message weeks, whereas both the study protocol and distinct results supplement describe1 week for the same intervention/subgroup.",Mixed report-plan and main-results-supplement relationships; protocol context dated2021 and article2024 permit an unproven program-version change.,,2024/jama.2024.11057/.ai_paper_validation/final_report_1_5_3.md,63,"[""2024/jama.2024.11057/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.11057/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
2024::jama.2024.11057::C002,2024,jama.2024.11057,C002,eTable 4 labels motivation and confidence as median (IQR) but prints single parenthetical dispersion values,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement eTable4 labels cells median(IQR) but gives single dispersion values unlike its own endpoint-pair convention. Main Table1 supports the format convention but concerns different groupings.,"Scalar IQR widths remain possible; main comparator is corroborative, not a matched-result numerical disagreement.",,2024/jama.2024.11057/.ai_paper_validation/final_report_1_5_3.md,96,"[""2024/jama.2024.11057/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.11057/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
2024::jama.2024.11057::C003,2024,jama.2024.11057,C003,eAppendix C prints IPWR once for a result otherwise defined and labelled as IPRW,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Within the results supplement, the defined IPRW method and matching eTable5 result are called IPWR once in eAppendixC. Main methods corroborate the standard abbreviation.",The substantive mismatch is the undefined transposition against the same supplement's definition and repeated result.,,2024/jama.2024.11057/.ai_paper_validation/final_report_1_5_3.md,129,"[""2024/jama.2024.11057/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.11057/.ai_paper_validation/review_1_5_3/verification/evidence_recheck_C003.md""]"
2024::jama.2024.12829::C001,2024,jama.2024.12829,C001,Balloon-angioplasty female percentage does not reconcile with count and denominator,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Table1 gives77 females of249 as30.1% instead of the count-derived30.9%.,,,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,54,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.12829::C002,2024,jama.2024.12829,C002,Balloon-angioplasty ischemic-stroke percentage is outside ordinary one-decimal rounding,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Table1 and results-supplement TableS1 identically repeat215/249 as86.4%; their agreement is not a cross-file inconsistency. Each is an internal rounding candidate.,86.3% follows ordinary nearest rounding; an unspecified display convention may explain the difference.,,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,87,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.12829::C003,2024,jama.2024.12829,C003,Table S4 procedure rows use 241 while the column header states 249,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Results-supplement TableS4 header249 differs from footnoted procedure-applicable241, which reproduces the percentages.",The explicit241 footnote may fully resolve the header context; retained candidate is not established bad arithmetic.,,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,120,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.12829::C004,2024,jama.2024.12829,C004,Table S6 BA 9 (3.9) conflicts with its displayed denominator 249,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement TableS6 gives9(3.9) under249;9/249 rounds3.6%. This percentage/header issue is separate from C016's9-versus11 event-count comparison.,Unlabelled PPS denominator233 could explain3.9%; it is diagnostic only.,,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,153,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.12829::C005,2024,jama.2024.12829,C005,Table S7 group headers conflict with site totals and displayed site percentages,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Within results-supplement TableS7, headers233/238 total471 while site totals sum501 and cell percentages imply other denominators. Main Figure1 provides contextual population totals.",Main flow context is corroborative; no specific contradictory main result is the target.,,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,186,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.12829::C006,2024,jama.2024.12829,C006,Table S8 per-protocol percentages conflict with headers 249/252,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Results-supplement TableS8 is labelled PPS but headers249/252 conflict with its percentages and same-supplement TableS10 PPS totals233/238. Main Figure1 corroborates those PPS totals.,"Per-protocol denotes an analysis set, not a protocol document; main population totals corroborate the internal supplement mismatch.",,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,219,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
2024::jama.2024.12829::C007,2024,jama.2024.12829,C007,Table S9 as-treated percentages conflict with headers 249/252,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,ATS TableS9 headers249/252 conflict with percentages reproduced by same-supplement TableS10 ATS totals247/254.,"Separate from C014's cell percentage, which fails even under the ATS denominator.",,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,252,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.12829::C008,2024,jama.2024.12829,C008,Baseline stenosis categories include values outside the stated 70%-99% eligibility range,Analysis-unit or population inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main eligibility text specifies70%-99% stenosis while its Table1 includes four participants in60%-69% or100% categories.,Measurement time/reader identity is unresolved; mention of possible protocol deviations does not make this a protocol-document comparison.,,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,285,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md""]"
2024::jama.2024.12829::C009,2024,jama.2024.12829,C009,Thirty-day follow-up tolerance is plus or minus 3 days in the supplement but plus or minus 7 days elsewhere,"Measure, label, or scale inconsistency",P_R,"[""P_R"", ""S_C""]",recorded_candidate,endpoint_definition_window_hierarchy,True,True,True,False,"Non-plan study-design graphic says30±3days, whereas main schedule and supplied protocol schedule say30±7days for the matched visit.",Mixed results-supplement versus plan and main-versus-supplement discrepancy; a tighter operational contact window is possible but undefined.,,2024/jama.2024.12829/.ai_paper_validation/final_report_1_5_3.md,318,"[""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/source_inventory.md"", ""2024/jama.2024.12829/.ai_paper_validation/review_1_5_3/verification/evidence_recheck.md""]"
